id,question,option 1,option 2,option 3,option 4,option 5,answer,explanation,category,Question_ID,Answer_ID,context_1
question 5909,What is the architecture called when the 5G AN is connected to the 4G Core Network? [3GPP Release 15],EN-DC,Stand-Alone (SA),Non-Stand Alone (NSA),E-UTRA-NR Dual Connectivity,,option 3: Non-Stand Alone (NSA),The architecture called when the 5G Access Network is connected to the 4G Core Network is Non-Stand Alone (NSA).,Standards overview,5909,3,"

Another key characteristic of 5G is that the 5G Access Network can connect not only to a new 5G Core Network but also to the 4G (LTE) Core Network. This is known as the NSA architecture, while the 5G AN connected to a 5G CN is called the SA architecture."
question 5913,What is the purpose of an Application Group ID? [3GPP Release 18],To identify a group of UE within a PLMN domain,To specify access to a functional entity in the EDN,To identify a specific application,To establish an association between EASs,To establish an association between UE Groups,option 3: To identify a specific application,An Application Group ID uniquely identifies a group of UEs using the same application.,Standards specifications,5913,3,NOTE:	The additional authentication information is data accompanying the application ID solely used to improve the authentication of rules bound to that application ID. The content of the additional authentication information is out of scope of 3GPP.
question 5915,How many SSB bursts are used for Loop convergence in the CONNECTED state? [3GPP Release 16],1,2,3,4,5,option 2: 2,2 SSB bursts are used for Loop convergence in the CONNECTED state.,Standards specifications,5915,2,"

The basic idea behind this solution is based on the cell search procedure where a UE has to acquire the synchronization signal block (SSB). SSBs are transmitted in a burst, where different SSB in the burst have a different identifier (SB#) and each SSB is transmitted in a beam in a different direction. The maximum number of SSBs in a SS burst beams depends on the frequency. There are up to 4 SSBs if the frequency is under 3 GHz, up to 8 SSBs if the frequency is between 3 and 6 GHz, and up to 64 SSBs for frequencies higher than 6 GHz. Depending on the relative position of the UE with regard to a base station, the UE will measure a different power level for different beams. The UE will use the beam with the highest received power."
question 5919,What is the purpose of the Restriction of use of Enhanced Coverage feature? [3GPP Release 14],To allocate extensive resources from the network for specific subscribers,To enable the operator to restrict specific subscribers from using Enhanced Coverage,To provide enhanced coverage functionality for both data and voice centric UEs,To prevent the MME from sending the Enhanced Coverage Restricted parameter to the UE,,option 2: To enable the operator to restrict specific subscribers from using Enhanced Coverage,The Restriction of use of Enhanced Coverage feature allows the operator to prevent specific subscribers from using Enhanced Coverage.,Standards overview,5919,2,"

In order to deal with use of extensive resources from the network, the operator may prevent specific subscribers from using enhanced coverage (see 3GPP TS 23.501 [8]). When in NB-N1 mode, the UE shall indicate support for restriction on use of enhanced coverage. When in WB-N1 mode, the UE supporting either CE mode A or CE mode B shall indicate support for restriction on use of enhanced coverage. The UE supporting restriction on use of enhanced coverage indicates its support for restriction on use of enhanced coverage in the REGISTRATION REQUEST message. If the UE supports restriction on use of enhanced coverage, the AMF indicates in the REGISTRATION ACCEPT message (see subclause 5.5.1.2 and subclause 5.5.1.3) that:"
question 5920,Is the deployment of a NAT between EASDF and PSA UPF supported? [3GPP Release 18],"Yes, it is supported","No, it is not supported",It depends on the configuration of the EASDF,It depends on the type of UE,Both option 2 and 3,"option 2: No, it is not supported",The deployment of a NAT between EASDF and PSA UPF is not supported.,Standards specifications,5920,2,"NOTE 1:	The EASDF has direct user plane connectivity (i.e., without any NAT) with the PSA UPF over N6 for the transmission of DNS signalling exchanged with the UE. The deployment of a NAT between EASDF and PSA UPF is not supported."
question 5923,What is the purpose of selecting an appropriate relay UE? [3GPP Release 17],To improve energy efficiency,To improve coverage,To improve energy efficiency and coverage,No specific purpose,,option 3: To improve energy efficiency and coverage,Selecting an appropriate relay UE can help improve the energy efficiency and coverage of the system.,Standards specifications,5923,3,2>	if the non-3GPP connection(s) with the reported relay UE(s) is not available:
question 5926,When does the UE ignore the scheduling DCI for the n-th triggered CSI report? [3GPP Release 17],If the first uplink symbol to carry the n-th CSI report starts earlier than at symbol Z'ref(n),If the PUSCH indicated by the DCI is overlapping with another PUCCH or PUSCH,If the number of triggered reports is one and no HARQ-ACK or transport block is multiplexed on the PUSCH,If the first uplink symbol to carry the corresponding CSI report(s) starts earlier than at symbol Zref,If the PDCCH reception includes two PDCCH candidates from two respective search space sets,option 1: If the first uplink symbol to carry the n-th CSI report starts earlier than at symbol Z'ref(n),"If the first uplink symbol to carry the n-th CSI report starts earlier than at symbol Z'ref(n), the UE may ignore the scheduling DCI if the number of triggered reports is one and no HARQ-ACK or transport block is multiplexed on the PUSCH.",Standards specifications,5926,1,"ss-SINR-Meas-r16                                ENUMERATED {supported}                      OPTIONAL,

    -- 10-33 (2-32a): Semi-persistent CSI report on PUCCH for unlicensed spectrum"
question 5947,What does scheduling the periods of location monitoring and reporting help reduce? [3GPP Release 17],Quality of Service (QoS),Network traffic,Asset management services,Privacy Exception List,PLMN operator services,option 2: Network traffic,Scheduling the periods of location monitoring and reporting helps reduce network traffic.,Standards specifications,5947,2,"The location reporting temporary configuration procedure described in 3GPP TR 23.744 [6] clause 6.15.2.16 is utilized.

7.2.2.5	Handling of location information subscriptions"
question 5949,Which additional positioning technique is supported in Rel-16 LPP for GNSS SSR? [3GPP Release 16],PPP and RTK,Multi-RTT,NR E-CID,DL AoD,DL PRS,option 1: PPP and RTK,Rel-16 LPP is extended to support GNSS SSR (PPP-RTK support) based on the 'Compact SSR' definitions specified for QZSS.,Standards overview,5949,1,"

RAT independent positioning techniques: PPP and RTK, are already supported in Rel-15 LPP. In Rel-16, LPP is extended to support GNSS SSR (PPP-RTK support) based on the “Compact SSR” definitions specified for QZSS for both LTE and NR. Following additional information are added to be transferred from the LMF to UE:"
question 5952,What is the purpose of the Edge Enabler Client (EEC) in enabling edge applications? [3GPP Release 17],To provide configurations to the Edge Configuration Server,To support service provisioning for UE,To expose EES capability as APIs to EAS,To enable service continuity during UE mobility,To enable discovery of the EASs,option 5: To enable discovery of the EASs,The Edge Enabler Client (EEC) supports the discovery of the Edge Application Servers (EASs) in the UE.,Standards overview,5952,5,"

The overall application architecture for enabling Edge Applications that is given in TS 23.558 [5], includes several entities, such as 3GPP core network, Edge Enabler Client (EEC) deployed in the UE, Edge Configuration Server (ECS), Edge Enabler Server (EES), and Edge Application Server (EAS). The application architecture for enabling Edge Applications, is defined in TS 23.558 [2] clause 6.2."
